Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,26.4,25.5,0.86,0.17,0,0,1.72,0.52,0,0,0,0,18.8,0,1.72,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,55.1,47.3,7.54,2.96,0.1,0.74,5.91,0.1,3.4,3.15,0.15,0,45.8,0.2,0.34,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,44.2,42.6,1.43,1.01,0.08,0.17,0.08,0.42,0,0,0,0,35.6,0.17,0.67,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,24.2,23.5,0.65,0.32,0,0.32,2.26,0,0,0,0,0,15.8,0,0.97,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,71.3,60,11.1,1.9,0.19,0.24,5.64,6.64,2.61,1.75,0.52,0,59.5,0.19,1.14,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,61.4,52.3,8.96,0.48,0,0.08,4.96,8.48,0,0,0,0,47.1,0.16,1.36,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,87.1,85.7,1.43,1.43,0,0,0,0,0,0,0,0,81.4,0,0,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,44.1,42.8,1.24,1.15,0.09,0.44,0.35,0.09,0,0,0,0,37.1,0,1.06,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,43.9,38.6,5.16,0.16,0,0.08,2.54,5,0,0,0,0,34.6,0.16,0.9,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,27.3,25.5,1.73,0.09,0.61,0.13,0.69,0.26,0,0,0,0,20,0.09,1.39,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,81.5,74.6,6.67,5.19,0.37,0.09,0.28,0.19,0,0,0,0,73.4,0.19,0.46,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,19.7,19.1,0.54,0,0.67,0,0.6,0,0,0,0,0,13.3,0.07,0.87,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,32.3,24.4,7.94,2.5,0.06,0,0,0,0,0,0,0,19.9,0,0.06,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,38.7,33.8,4.75,0.5,0.28,0.14,7.02,0.71,3.55,3.33,0,0.14,28.8,0.21,1.28,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,33.4,32.5,0.67,0.2,0.43,0.08,1.92,0.47,0,0,0,0,23.5,0.24,1.53,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,71.6,70.1,1.3,1.08,0,0.4,0.04,0.09,0,0,0,0,67.2,0.13,0.13,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,40.8,35.8,4.76,2.33,0,0.24,0,0,0,0,0,0,29.9,0.24,0.05,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,40.8,39.9,0.76,0.08,0.46,0,1.15,0.69,0,0,0,0,33.7,0.08,1.07,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,49.3,46.8,2.5,2.5,0,0,0,0,0,0,0,0,38.2,0,2.14,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,40.4,32.7,6.15,2.12,0.77,0,4.42,0.77,2.31,2.12,0.19,0,26.2,1.54,1.73,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,60,60,0,0,0,0,0,0,0,0,0,0,60,0,0,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,25.1,24.8,0.11,0,0.48,0,1.93,0.11,0,0,0,0,16.7,0.16,0.86,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,44.1,42.4,1.71,0.21,0.36,0.43,4.64,0.36,1.07,0.64,0.14,0,35.5,0,1.64,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,51.1,43.9,6.67,0.56,0,0,2.78,6.11,0,0,0,0,37.8,0.56,0,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,0,10,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,20.9,19.1,1.74,0,0.07,0.07,1.45,1.52,0,0,0,0,12.4,0.07,1.01,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,62.6,59.8,2.47,2.27,0.15,1.11,0.3,0.2,0,0,0,0,52.3,0.35,0.3,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,45.5,42.7,2.73,0,0,0,3.64,2.73,0,0,0,0,35.5,0,0,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,46.8,45.5,0.97,0.65,0.32,0.32,0,0,0,0,0,0,41.6,0.32,1.29,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,26.2,16.4,9.52,2.68,0,0,0,0,0,0,0,0,13.5,0.28,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,41.3,35,6.08,0.4,0.05,0.15,1.76,5.68,0,0,0,0,33,0.2,1.06,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,31.2,29.4,1.45,0.09,0.26,0.21,1.79,1.32,0.04,0,0,0,22.3,0.3,1.2,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,56.7,53.6,2.55,1.96,0,0.1,0.69,0.49,0,0,0,0,43.1,0.49,0.1,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,40,40,0,0,0,0,5,0,0,0,0,0,15,0,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,126.3,126.3,0,0,0,1.25,0,0,0,0,0,0,111.3,0,1.25,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,56.5,51.9,4.51,1.78,0.14,0.19,2.11,1.6,0.52,0.09,0,0,48.7,0.05,1.17,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,20.8,20.4,0.13,0,0.13,0.13,2.41,0,0.13,0,0,0,12.5,0.25,1.52,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,26.7,20,6.67,0,0,0,0,6.67,0,0,0,0,23.3,0,0,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,104.5,100,4.55,2.73,0,0,0,0.91,0,0,0,0,97.3,0,0,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,32.6,32.2,0,0,0,0.43,2.17,0,0,0,0,0,25.7,0.43,1.3,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,40.7,40.1,0.47,0.35,0.24,0,0.24,0.12,0,0,0,0,34.5,0.12,1.06,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,47.1,38.1,8.81,1.67,0,0,5.24,0.95,3.81,1.9,1.19,0,35,0.24,1.43,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,35.4,28.4,6.96,0.35,0,0.17,1.57,6.61,0,0,0,0,27.1,0,0.7,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,45.4,43.9,1.37,0.24,0.12,0.12,0.65,0.06,0.06,0,0,0,40.8,0.12,0.95,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,15.9,13.7,2.13,0,0.17,0.06,0.22,0.11,0,0,0,0,11.2,0.06,0.62,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,41.8,37.6,4.09,1.83,0.35,0.43,2.17,0.09,1.39,0.78,0.35,0,35.1,0.17,0.52,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,29.3,25.9,2.96,0.74,0,0.37,2.59,0.74,1.48,0.74,0.37,0,20,0.37,0.74,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,35.1,34.4,0.67,0.62,0,0.41,0.41,0.05,0,0,0,0,26.1,0.05,0.77,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,54.1,53.2,0.63,0.42,0.14,0.07,0.49,0.21,0,0,0,0,46.4,0.21,0.63,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,64.7,56.2,8.26,1.4,0.23,0.23,1.63,6.86,0,0,0,0,55.7,0.23,1.51,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,56,52,4,3,0,0,0,0,0,0,0,0,50.5,0,0,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,8.9,70,66.1,3.93,1.91,0,0.11,0,1.12,0,0,0,0,65.1,0,0.22,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,3.2,38.1,37.5,0,0,0,0.31,2.19,0,0,0,0,0,29.4,0.63,0.94,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,1.5,30,29.3,0.67,0.67,0,0,0,0,0,0,0,0,24,0,0.67,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,37.3,28,9.33,3.83,0,0,0,0,0,0,0,0,25.3,0,0,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,6.1,66.1,63.8,2.13,1.15,0,0.49,0,0,0,0,0,0,60.2,0.16,0.33,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,20.4,14.4,13.9,0.49,0,0,0.05,0.2,0,0,0,0,0,8.92,0,0.54,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,13.5,54,46.6,7.33,1.11,0,0.44,4.52,5.56,0.67,0.3,0.37,0,43.4,0.07,1.41,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,4.3,30,29.3,0.47,0,0,0.23,1.86,0.47,0,0,0,0,23.7,0.23,0.7,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,8.7,29.2,27.7,1.49,0.23,0.34,0,2.41,0.23,0.92,0.69,0,0,22.3,0,1.49,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,10.9,17.7,16.8,0.92,0.09,0,0,1.19,0,0.55,0.55,0,0,13.1,0,1.1,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,19.2,49.5,45.3,4.17,0.78,0.21,0.63,1.51,1.25,0.57,0.42,0.1,0,41.8,0.05,0.89,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,0.1,70,70,0,0,0,0,0,0,0,0,0,0,70,0,0,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,24.9,39.6,37.2,2.13,1.49,0.04,0.48,0,0.04,0,0,0,0,32.1,0.28,0.44,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,13.3,40.5,34,6.32,1.73,0.23,0.3,5.56,0.98,2.71,2.11,0.15,0,29.1,0.23,1.05,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,3,59,48.7,10,2.33,0,0,3,7,0.67,0.33,0.33,0,51.3,0.33,1,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,4.7,52.6,51.3,1.28,0.43,0.43,0.43,1.06,0,0.64,0.64,0,0,43.8,0,0.43,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,23,23,0,0,0,0,2,0,0,0,0,0,16,0,0,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,14,50.4,41.8,8.43,0.21,0.07,0.14,1.36,8.21,0,0,0,0,41.1,0.21,1.36,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,1.5,26,25.3,0.67,0,0,0,0.67,0,0,0,0,0,18.7,0,0,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,54.5,45,9,1,0,0,1.5,7.5,0.5,0.5,0,0,42.5,0.5,1.5,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,24.7,61.2,54.7,6.15,2.79,0.69,0.2,4.05,0.08,2.87,2.19,0.24,0.04,50.1,0.28,1.01,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,0.2,35,35,0,0,0,0,5,0,0,0,0,0,25,0,0,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,20.5,48.7,41,7.56,0.73,0.1,0.05,0.98,6.83,0,0,0,0,41.3,0.15,0.78,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,9.6,48.4,46.5,1.67,1.46,0,0.1,0.1,0.21,0,0,0,0,42.9,0.31,0.21,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,0.5,68,46,22,0,0,0,6,20,2,2,0,0,50,0,4,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,0.1,40,40,0,0,0,0,0,0,0,0,0,0,30,0,0,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,17.2,51.1,49.4,1.51,0.87,0.41,0.23,1.4,0.23,0.41,0.29,0.06,0,42.4,0.23,0.87,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,17.2,61.7,56.1,5.47,3.2,0.23,0.47,0.06,0.17,0,0,0,0,54.4,0.17,0.17,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,1.5,38,29.3,8,0,0.67,0,3.33,7.33,0.67,0.67,0,0,24.7,0.67,0,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,13.6,31.3,31.2,0,0,0.22,0.15,5.51,0,0,0,0,0,22.3,0.07,0.88,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,28.4,19,9.4,1.6,0,0,0,0,0,0,0,0,20,0,0,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,6.5,92.9,75.8,16.6,3.54,0.31,0.15,5.54,9.38,3.54,2.46,0.46,0.15,77.2,0.46,0.77,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,17.1,32,30.5,1.17,0.18,0.29,0.12,3.45,0.29,0.53,0.47,0,0,23.1,0.35,1.4,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,4.1,74.9,60.5,14.4,1.46,0.24,0.24,6.83,7.56,5.37,4.39,0.73,0,63.9,0,0.98,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,11.3,41.5,33.8,7.7,1.77,0,0.09,0.35,5.93,0,0,0,0,35,0,0.62,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,15.9,54.6,46.3,8.24,1.45,0,0,1.07,6.79,0,0,0,0,47.9,0.06,1.7,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,12,45.4,43.5,1.67,0.42,0.17,0.17,0.08,0.08,0,0,0,0,40.6,0.25,0.5,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,8.8,42,41.4,0.68,0.68,0.11,0,0.57,0,0,0,0,0,35.9,0,1.14,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,3.8,26.1,25.3,0.53,0.26,0.26,0.26,1.05,0,0,0,0,0,16.6,0.26,1.58,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,78,72.2,5.73,2.15,0.04,0.62,0.04,0.15,0,0,0,0,71.2,0.04,0.19,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,20.7,12.4,10.9,1.3,0,0.05,0.05,0.34,0,0,0,0,0,8.26,0.24,0.48,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,2,69.5,63.5,6,2.5,0,0,0,3.5,0,0,0,0,59,0,0.5,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,18.3,48.9,39.6,9.18,2.3,0.11,0.16,1.26,6.89,0,0,0,0,39.1,0.16,1.15,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,8.8,73.3,69.4,3.75,1.82,0,0.11,0,0.34,0,0,0,0,66.9,0.11,0.57,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,37.7,33.3,4.26,1.78,0,0,0,0,0,0,0,0,29.7,0.13,0.04,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,14,62.5,58.1,4.36,1.57,0,0.07,0,0,0,0,0,0,56.6,0.07,0.21,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,37.5,33.5,4,0.85,0,0,0,0,0,0,0,0,34.4,0,0.08,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,10.8,76.5,67.3,9.17,1.67,0.19,0.65,1.3,7.5,0,0,0,0,67,0,0.74,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,22.8,55.5,48.6,6.75,1.27,0.18,0,1.84,5.04,0.13,0,0,0,48.9,0.09,1.14,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,37.7,26.5,11.2,2.83,0,0,0,0,0,0,0,0,25.3,0,0,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,23,49.8,43.5,6.17,0.26,0.13,0.04,2.09,5.91,0,0,0,0,39.9,0.17,1.61,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,1.5,35.3,30.7,4.67,0,0,0,0,0,0,0,0,0,27.3,0,0,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,0.7,91.4,72.9,17.1,4.29,0,0,14.3,0,12.9,4.29,8.57,0,71.4,1.43,0,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,4.4,41.4,35.7,5.45,3.41,0,0.23,4.32,0,1.82,0.68,1.14,0,33,0.23,0.23,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,20.2,14.3,13.9,0.3,0,0,0,0.35,0,0,0,0,0,10.8,0.1,0.45,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,2.9,82.1,78.3,3.79,3.1,0,0,0.34,0,0,0,0,0,71.7,0,0.69,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,16,20.4,19.4,1,0.13,0,0,0.19,0.06,0,0,0,0,17,0,0.81,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,1.4,31.4,25.7,5.71,0.71,0,0,6.43,5,0,0,0,0,25,0,2.14,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,5.6,41.6,39.1,2.14,0.36,0.36,0.36,5,1.43,0.36,0.18,0,0,27.7,0.36,2.68,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,7.4,54.7,51.6,2.84,1.08,0.27,0.14,2.3,0,1.76,1.08,0.14,0,42.8,0.27,0.95,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,7.7,45.7,37.9,7.53,1.56,0.13,0.65,0.91,5.45,0,0,0,0,38.2,0.26,0.26,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,5.2,64.2,63.1,1.15,0.77,0,0.19,0.19,0.38,0,0,0,0,55.4,0,1.73,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,15.8,35.3,28.7,6.46,0.7,0.06,0,1.52,5.76,0,0,0,0,26.6,0.19,1.08,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,0,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,7.4,30.4,30,0.14,0,0,0.27,1.35,0.14,0,0,0,0,24.7,0.27,0.54,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,0.9,11.1,6.67,3.33,0,0,0,0,0,0,0,0,0,8.89,1.11,1.11,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,9.3,36,31.9,3.98,1.29,0.11,0.43,3.23,0.43,2.04,0.97,0.65,0,26.8,0.11,0.32,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,16.2,58.9,55,3.7,2.16,0.25,0.12,1.98,0.25,0.99,0.68,0.19,0,51.3,0.19,0.62,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,19.4,19.9,18.6,1.24,0.1,0.15,0,0.77,0.05,0.05,0,0,0,15.4,0.1,0.77,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,22.3,15.4,15.2,0,0,0,0.04,0.04,0,0,0,0,0,10,0.18,0.22,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,6.9,56.7,55.2,1.3,0.43,0,0,0.43,0.14,0,0,0,0,52.6,0.14,0.14,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,8.7,42.1,40.6,1.26,0.92,0,0.23,0,0.11,0,0,0,0,37.1,0.23,0.11,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,7.1,48.6,47.9,0.56,0.28,0.42,0.42,1.55,0.28,0,0,0,0,40.3,0.14,0.99,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,16.2,35.8,32.8,2.78,1.11,0,0,0.19,0,0.06,0,0,0,29.9,0.19,0.86,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,6.1,57,55.7,1.15,0.82,0,0.16,0,0.33,0,0,0,0,52.8,0.16,0.49,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,16.7,48.9,37.4,11.3,0.96,0.12,0.18,3.35,9.46,0.72,0.36,0.36,0,34.8,0.3,1.02,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,48.3,47.2,1,0.88,0.16,0.2,0.16,0,0,0,0,0,39.2,0.08,0.2,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-068,1996,2.7,77.4,65.6,11.5,2.96,0.37,1.11,1.85,8.15,0,0,0,0,62.6,0.37,0.74,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-275,2001,10.8,26.9,26.4,0.46,0,0.28,0.19,0.37,0,0,0,0,0,19.4,0.09,1.2,Matches
545,Martin Odegaard,no NOR,MF,Arsenal,26-066,1998,15.3,55.1,50.8,3.73,1.18,0.98,0.07,3.14,0.46,1.18,0.98,0,0,45.8,0.52,0.98,Matches
