Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,Matches
217,Dean Henderson,eng ENG,GK,Crystal Palace,27-346,1997,25,34.9,28.1,34.8,0.08,0.04,0.04,34.9,0,0,,0,,20.1,120,53.6,0,0,0,0.08,0,15.6,0,Matches
218,Rico Henry,eng ENG,DF,Brentford,27-228,1997,0,6,0,4,1,1,0,6,0,0,,0,,2,5,0,0,0,0,0,0,2,1,Matches
219,Mads Hermansen,dk DEN,GK,Leicester City,24-225,2000,17.5,42.2,31.1,40.5,1.83,0,0,42.2,0.06,0.06,100,0,0,27,132.7,69.3,0,0,0,0,0,22.1,0,Matches
220,Son Heung-min,kr KOR,FW,Tottenham,32-228,1992,18.6,48.8,0.65,4.78,15.4,29,5.11,48.7,3.55,1.45,40.9,1.72,48.5,32.1,194.2,100,3.82,2.15,1.67,1.24,1.18,37.5,11.2,Matches
221,James Hill,eng ENG,"DF,MF",Bournemouth,23-042,2002,2,58,3.5,14.5,30,13.5,0,58,1,0.5,50,0.5,50,26.5,70,37.5,0,1,0,1,0,29.5,2.5,Matches
222,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-316,2005,10.8,61,2.87,18.1,29.4,14,1.2,61,0.65,0.09,14.3,0.56,85.7,29.1,123.6,61.4,0.93,0.65,0.09,1.11,0.09,39.5,2.59,Matches
223,George Hirst,eng ENG,FW,Ipswich Town,26-006,1999,2.6,32.3,1.92,5.38,10,17.3,4.62,32.3,0.38,0,0,0.38,100,17.3,84.6,25.4,1.15,0.38,1.15,5,2.69,27.3,6.54,Matches
224,Mason Holgate,eng ENG,"FW,DF",Everton,28-122,1996,0.1,30,0,0,20,10,0,30,0,0,,0,,10,0,0,0,0,0,10,0,10,0,Matches
225,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-106,2000,17.2,43.6,0.58,4.42,13.8,26.4,3.08,43.6,2.67,1.57,58.7,0.76,28.3,27.4,223.4,146.1,5.52,2.67,1.86,1.92,1.1,33.5,8.14,Matches
226,Will Hughes,eng ENG,MF,Crystal Palace,29-310,1995,16.6,53,1.75,11.4,28,14.2,0.72,53,0.6,0.18,30,0.3,50,24.2,129.9,58.9,1.02,1.14,0.06,0.96,1.27,30.4,1.45,Matches
227,Dean Huijsen,es ESP,DF,Bournemouth,19-313,2005,14.8,70,9.32,33,33.5,4.05,1.28,70,0.27,0.14,50,0.14,50,38.5,224.7,141.5,1.55,0.61,0,0.61,0,42.5,0.2,Matches
228,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-114,2003,21.7,41.6,0.55,7.1,17.5,17.8,3,41.6,4.79,1.94,40.4,2.21,46.2,25.2,192.9,90.8,2.76,1.43,1.2,2.76,2.26,29.1,4.88,Matches
229,Rasmus Hojlund,dk DEN,FW,Manchester Utd,22-017,2003,13.3,24.1,0.3,1.28,12,11.1,2.86,24.1,1.65,0.45,27.3,1.05,63.6,14.9,73.5,30.7,1.43,0.75,0.68,3.61,1.43,19.2,4.59,Matches
230,Igor,br BRA,DF,Brighton,27-014,1998,10,76.4,10.9,37.7,35.3,3.8,0.1,76.4,0.4,0.3,75,0.1,25,49.7,283.7,178.2,0.9,1.4,0,0.1,0,56.8,0,Matches
231,Danny Ings,eng ENG,"FW,MF",West Ham,32-213,1992,3.1,43.5,0.65,4.84,16.1,22.6,8.39,43.5,2.26,1.29,57.1,0.65,28.6,19.4,103.9,37.4,1.94,0,0.65,1.61,1.94,30,8.39,Matches
232,Tim Iroegbunam,eng ENG,MF,Everton,21-236,2003,4.6,41.5,2.83,12.4,20.2,10,2.61,41.5,3.26,1.52,46.7,1.09,33.3,20.2,114.6,57.6,1.09,1.52,0.43,1.3,2.17,18.7,1.96,Matches
233,Andy Irving,sct SCO,MF,West Ham,24-284,2000,1.8,81.7,3.89,20.6,48.3,12.8,0,81.7,0.56,0.56,100,0,0,40,168.9,76.1,0,0.56,0,0.56,1.67,57.2,2.22,Matches
234,Alexander Isak,se SWE,FW,Newcastle Utd,25-153,1999,21,34.6,0.67,2.05,13.1,19.9,6.19,34.6,3.38,1.57,46.5,1.76,52.1,20.8,126.2,66.4,2.95,1.57,1.62,2.29,1.81,24.2,6.95,Matches
235,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-294,1996,23.4,56.4,1.15,7.61,22.1,27.6,3.76,56.4,2.91,1.5,51.5,1.28,44.1,40.8,242.3,135.6,4.49,3.5,1.32,1.97,1.32,44.9,7.39,Matches
236,Nicolas Jackson,sn SEN,FW,Chelsea,23-246,2001,19.3,28.2,0.98,2.12,11.7,14.8,5.96,28.2,2.59,0.88,34,1.3,50,16.8,107.2,57.8,2.12,1.09,1.35,2.69,1.71,20.5,4.87,Matches
237,Reece James,eng ENG,DF,Chelsea,25-075,1999,5.7,91.4,3.51,27.7,49.3,15.1,0.35,91.4,1.4,0.88,62.5,0.35,25,48.2,200.5,97.4,0.7,0.53,0,0.7,0.35,57.4,0.88,Matches
238,Vitaly Janelt,de GER,MF,Brentford,26-287,1998,19.9,51.6,4.97,16.8,23.2,12,1.21,51.6,0.55,0.15,27.3,0.3,54.5,26.7,124.2,49.2,0.55,0.7,0.1,0.75,0.5,32.7,1.51,Matches
239,Vitezslav Jaros,cz CZE,GK,Liverpool,23-213,2001,0.1,80,50,80,0,0,0,80,0,0,,0,,70,290,80,0,0,0,0,0,50,0,Matches
240,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-192,2003,0.7,61.4,2.86,5.71,24.3,31.4,11.4,61.4,5.71,4.29,75,1.43,25,37.1,240,112.9,2.86,1.43,4.29,11.4,2.86,42.9,11.4,Matches
241,Mathias Jensen,dk DEN,MF,Brentford,29-051,1996,8,56.9,2.38,12.9,23.5,20.6,1.13,56.9,1.63,0.88,53.8,0.5,30.8,31.1,134.8,63.5,0.75,1,0,0.88,0.75,35.8,3,Matches
242,Gabriel Jesus,br BRA,FW,Arsenal,27-324,1997,6.8,44,1.32,4.12,15.9,24.3,7.06,44,3.24,1.32,40.9,1.47,45.5,26.3,140.1,63.5,2.21,0.88,1.62,1.91,1.91,31.9,8.38,Matches
243,Raul Jimenez,mx MEX,FW,Fulham,33-292,1991,17.7,36.8,1.07,3.67,16,17.5,6.67,36.6,2.09,0.9,43.2,1.02,48.6,20.6,88.1,39.9,1.41,0.68,0.62,2.54,1.53,27,4.92,Matches
244,Kim Jisoo,kr KOR,DF,Brentford,20-059,2004,0.3,96.7,3.33,46.7,40,10,0,96.7,0,0,,0,,50,190,73.3,0,0,0,0,3.33,73.3,0,Matches
245,Joao Pedro,br BRA,"FW,MF",Brighton,23-148,2001,15.1,42.6,0.53,2.72,17.6,22.9,5.56,42.5,3.44,1.39,40.4,1.72,50,29.2,184.5,87.7,3.38,1.92,1.59,3.25,1.79,34.4,6.29,Matches
246,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-191,1996,21.3,51.9,2.58,10.1,25.4,16.9,3.29,51.9,1.92,0.56,29.3,1.22,63.4,28.5,142.1,68.4,1.55,0.85,0.33,1.46,2.21,35.6,4.51,Matches
247,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-028,2000,10.2,42.9,4.12,17.6,15.2,10.3,0.59,42.9,1.76,0.69,38.9,0.88,50,17.9,96.9,37.5,0.98,0.88,0.2,1.57,1.08,20,1.86,Matches
248,Brennan Johnson,wls WAL,FW,Tottenham,23-274,2001,16.9,36.4,0.71,3.49,11.3,22.1,5.98,36.4,1.66,0.83,50,0.65,39.3,22.2,126.3,66.2,2.84,0.89,1.6,1.12,0.59,26.2,9.11,Matches
249,Sam Johnstone,eng ENG,GK,Wolves,31-333,1993,7,43.7,32.7,43.4,0.29,0,0,43.7,0,0,,0,,28,174.4,108,0,0,0,0,0,25.6,0,Matches
250,Curtis Jones,eng ENG,MF,Liverpool,24-022,2001,11.6,63,1.55,9.4,33.5,20.5,3.36,63,1.21,0.78,64.3,0.34,28.6,38.4,182.2,80.4,1.12,0.69,0.26,1.47,2.24,48.4,4.31,Matches
251,Jorginho,it ITA,MF,Arsenal,33-063,1991,5.3,65.3,1.13,13.2,38.7,14.2,0.19,65.3,0.38,0.19,50,0,0,37.5,188.9,108.7,1.51,1.32,0,1.51,1.32,47.5,0.38,Matches
252,Diogo Jota,pt POR,FW,Liverpool,28-079,1996,8.4,38.5,0.48,2.86,15,21.4,8.21,38.5,2.86,1.07,37.5,1.67,58.3,20.7,134,69.2,3.45,2.38,2.02,2.74,1.9,26.4,7.14,Matches
253,James Justin,eng ENG,DF,Leicester City,26-364,1998,22.4,59.9,4.69,21.4,26.4,12.5,1.47,59.9,1.07,0.31,29.2,0.45,41.7,26.7,111.9,56.6,1.43,0.94,0.18,1.07,0.4,32.8,2.86,Matches
254,Filip Jorgensen,dk DEN,GK,Chelsea,22-311,2002,4,33.8,28.3,33.5,0.25,0,0,33.8,0,0,,0,,24.5,110.5,64.5,0,0,0,0,0,22.5,0,Matches
255,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-137,1999,4.3,53.7,3.02,16.5,21.2,16.7,2.09,53.7,1.63,0.7,42.9,0.7,42.9,28.8,111.4,42.6,0.23,0,0,1.4,0.47,33.5,6.28,Matches
256,Daichi Kamada,jp JPN,MF,Crystal Palace,28-200,1996,10.4,55.3,1.25,10.1,30,15.5,1.83,55.3,0.77,0.38,50,0.38,50,27.4,134.3,64.3,1.54,1.06,0.29,0.87,1.54,35.5,3.75,Matches
257,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,25-090,1999,11.7,62.6,5.98,19.7,35.8,7.52,0.51,62.6,1.71,0.68,40,0.6,35,32.7,158.1,73.1,0.94,0.68,0.09,0.43,0.68,42,0.26,Matches
258,Michael Kayode,it ITA,DF,Brentford,20-226,2004,0.2,80,0,25,15,40,5,80,0,0,,0,,30,150,35,5,0,5,0,0,30,15,Matches
259,Michael Keane,eng ENG,DF,Everton,32-041,1993,9,45.4,8.67,25.1,18.6,2,1.56,45.4,0.11,0,0,0.11,100,20.8,81.8,26,0.11,0.11,0,0,0.22,26.2,0.33,Matches
260,Caoimhin Kelleher,ie IRL,GK,Liverpool,26-090,1998,8,38.6,28.8,38.5,0.13,0,0,38.6,0.13,0.13,100,0,0,29,106.4,56.6,0,0,0,0.13,0,26.1,0,Matches
261,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-138,1998,3.4,63.2,7.65,30.9,27.6,5.59,1.18,63.2,0.88,0.59,66.7,0.29,33.3,35.3,139.4,59.4,0,0.59,0,0.88,0.59,37.9,1.47,Matches
262,Milos Kerkez,hu HUN,DF,Bournemouth,21-106,2003,24.2,55.2,3.31,14.1,23.1,18.6,1.65,55.2,1.28,0.54,41.9,0.41,32.3,27.9,155.8,93.6,2.56,1.57,0.41,1.36,0.45,29.7,4.92,Matches
263,Bilal El Khannouss,ma MAR,MF,Leicester City,20-287,2004,13.2,53.4,0.53,7.05,28.8,18,1.36,53.4,2.42,1.67,68.8,0.76,31.3,30.7,173.3,77.8,2.42,1.52,0.38,1.59,1.36,35.4,3.11,Matches
264,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-358,2004,1.6,79.4,10,43.1,36.3,1.25,0.63,79.4,0.63,0,0,0.63,100,50,234.4,83.8,0,0,0,1.25,0,63.8,0,Matches
265,Max Kilman,eng ENG,DF,West Ham,27-274,1997,24.2,62.6,12.3,34.9,25.4,2.77,0.99,62.6,0.7,0.5,70.6,0.04,5.9,33.6,149.3,87.6,0.87,0.25,0.08,0.41,0.04,41.4,0.12,Matches
266,Joshua King,eng ENG,"MF,FW",Fulham,18-049,2007,0.9,60,2.22,8.89,21.1,31.1,7.78,60,7.78,4.44,57.1,3.33,42.9,24.4,195.6,77.8,1.11,3.33,0,1.11,3.33,40,10,Matches
267,Antonin Kinsky,cz CZE,GK,Tottenham,21-345,2003,4,39,33.5,38.5,0.5,0,0,39,0,0,,0,,24.3,111,66.8,0.25,0,0,0,0,24.5,0,Matches
268,Jakub Kiwior,pl POL,DF,Arsenal,25-006,2000,3.6,56.1,8.61,25.3,28.6,2.22,0,56.1,0.56,0.28,50,0.28,50,26.1,92.5,42.5,0.28,0,0,0,0,38.3,0,Matches
269,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-292,1999,17.8,39.3,1.07,4.27,13.3,22.9,5.39,39,3.15,1.24,39.3,1.52,48.2,22.4,147.5,83.3,2.75,1.91,1.52,1.97,0.9,24.7,6.07,Matches
270,Ibrahima Konaté,fr FRA,DF,Liverpool,25-272,1999,18,77.7,8.22,32.9,39.8,5.17,0.83,77.7,0.17,0.11,66.7,0.06,33.3,46.1,215.1,122.9,0.89,0.61,0,0.33,0.11,54.8,0.11,Matches
271,Ezri Konsa,eng ENG,DF,Aston Villa,27-121,1997,21.1,59.2,6.4,27.1,28.2,4.27,0.71,59.2,0.62,0.33,53.8,0.24,38.5,34.5,179.3,90.2,0.66,0.38,0.09,0.57,0.24,41.2,0.52,Matches
272,Mateo Kovacic,hr CRO,MF,Manchester City,30-291,1994,17.2,86.1,2.15,12,48.3,26.8,0.81,86.1,1.86,0.99,53.1,0.52,28.1,57.6,337.6,158.5,2.5,3.02,0.12,0.87,1.22,69.9,0.81,Matches
273,Caleb Kporha,eng ENG,DF,Crystal Palace,18-221,2006,0.1,110,10,40,20,50,0,110,0,0,,0,,40,460,360,10,10,0,0,20,30,0,Matches
274,Emil Krafth,se SWE,DF,Newcastle Utd,30-203,1994,2.7,37.8,8.52,24.1,11.5,2.22,1.11,37.8,0,0,,0,,18.5,62.6,13,0,0.37,0,0.74,0.37,19.3,0,Matches
275,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-203,2000,18.4,45,0.43,6.25,18.2,21.9,4.73,45,7.5,3.37,44.9,3.42,45.7,29.6,189.2,88.9,3.53,1.96,1.63,2.55,3.48,34.8,8.1,Matches
276,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-302,2000,22.7,49,0.88,5.11,16.1,28.8,6.26,49,4.58,1.5,32.7,2.73,59.6,32,247.4,132.5,4.98,2.78,1.59,2.82,2.91,35,8.41,Matches
277,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-321,2000,21.9,58.9,10.4,35.3,21.3,2.56,1.1,58.9,0.59,0.37,61.5,0.14,23.1,31.8,147.9,69.5,0.37,0.18,0,0.68,0.14,34.6,0.18,Matches
278,Adam Lallana,eng ENG,MF,Southampton,36-287,1988,3.8,79.5,4.74,23.2,38.4,18.2,1.58,79.5,3.16,1.32,41.7,1.32,41.7,44.7,210,92.1,1.32,1.84,0,2.63,1.58,61.8,2.63,Matches
279,Tariq Lamptey,gh GHA,DF,Brighton,24-144,2000,6.8,58.4,2.79,15.6,25.9,17.2,0.88,58.4,3.38,1.03,30.4,2.06,60.9,33.7,245.7,119.4,3.38,1.62,0.29,1.03,0.59,33.7,5.44,Matches
280,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-307,2005,0.1,30,0,0,20,10,0,30,0,0,,0,,30,30,0,0,0,0,20,0,30,10,Matches
281,Romeo Lavia,be BEL,MF,Chelsea,21-046,2004,5.9,56.9,2.03,14.6,34.1,8.98,0.17,56.9,2.03,1.19,58.3,0.85,41.7,33.7,155.8,66.9,0.51,1.36,0,0.17,1.02,40.8,1.02,Matches
282,Mario Lemina,ga GAB,"MF,DF",Wolves,31-173,1993,15.2,53.2,6.05,21.3,24.9,7.83,1.18,53.2,1.05,0.66,62.5,0.26,25,25.1,136.1,68.3,0.53,0.79,0.13,1.38,0.72,31.7,1.38,Matches
283,Bernd Leno,de GER,GK,Fulham,32-354,1992,25,39.2,30.5,38.9,0.28,0,0,39.2,0,0,,0,,26.1,97.5,56.1,0,0,0,0,0,23.4,0,Matches
284,Jefferson Lerma,co COL,MF,Crystal Palace,30-119,1994,14.9,56.9,3.76,15.8,31.3,10.5,1.34,56.9,0.6,0.34,55.6,0.2,33.3,25.6,95.8,44.4,0.6,0.47,0,0.47,0.87,33.6,1.54,Matches
285,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-092,2004,16.6,66.6,2.41,12.6,33.9,20.7,2.47,66.6,0.96,0.36,37.5,0.54,56.3,38.9,198.5,103.7,2.05,1.75,0.48,1.02,0.96,47.8,3.49,Matches
286,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-365,2001,22.3,44.5,3.09,13.1,16.4,15.4,2.38,44.5,3,1.03,34.3,1.66,55.2,24.2,180.9,96.6,3.18,1.93,1.17,1.48,0.67,27,4.98,Matches
287,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-148,2006,7,60.9,1.57,10.7,33.7,17.6,1.29,60.9,2.14,1.14,53.3,0.71,33.3,33.1,148.3,86.1,1.71,0.86,0.29,0.43,0.71,39.6,2.29,Matches
288,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-193,1999,18.2,70.3,7.97,36.1,32,2.42,1.26,70.3,0.11,0.05,50,0.05,50,48.1,207.6,93.5,0.33,0.11,0,0.16,0.11,51.6,0.22,Matches
289,Pedro Lima,br BRA,DF,Wolves,18-235,2006,0.7,52.9,0,10,8.57,34.3,2.86,52.9,2.86,0,0,2.86,100,20,108.6,67.1,4.29,2.86,1.43,1.43,0,31.4,12.9,Matches
290,Victor Lindelof,se SWE,"DF,MF",Manchester Utd,30-219,1994,0.7,72.9,8.57,37.1,27.1,8.57,2.86,72.9,0,0,,0,,27.1,172.9,104.3,0,0,0,0,0,41.4,1.43,Matches
291,Jesper Lindstrom,dk DEN,FW,Everton,24-358,2000,11.4,46.1,1.49,8.95,14.8,23.2,3.07,46.1,3.42,0.7,20.5,2.37,69.2,22.1,124.3,59.6,2.46,1.4,0.53,2.28,1.67,25.3,5.7,Matches
292,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-101,2002,18.8,63.2,4.26,21.9,28.2,14.2,0.8,63.2,1.76,0.8,45.5,0.69,39.4,33.4,196.6,96.5,2.45,1.44,0.27,0.8,1.38,35.2,3.24,Matches
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-114,1997,8.2,47.6,2.32,12.2,21.7,14,2.56,47.6,0.73,0.24,33.3,0.37,50,27.6,135,50.2,0.49,1.22,0.24,0.85,0.85,34,2.44,Matches
294,Sasa Lukic,rs SRB,MF,Fulham,28-192,1996,17.6,59.4,2.33,13.1,34.4,12.4,0.63,59.4,0.68,0.34,50,0.17,25,33.7,182.6,92.1,1.65,1.76,0.17,0.8,0.28,38.6,1.19,Matches
295,Joe Lumley,eng ENG,GK,Southampton,30-006,1995,3,54.7,38.7,53.7,1,0,0,54.7,0,0,,0,,34.3,158.7,98.7,0,0,0,0,0,36,0,Matches
296,Massimo Luongo,au AUS,MF,Ipswich Town,32-149,1992,2,36,4.5,16,12,8,0.5,36,0,0,,0,,19,70,12.5,0,0,0,1,1.5,20.5,0.5,Matches
297,Ian Maatsen,nl NED,DF,Aston Villa,22-348,2002,5.7,80.5,4.39,21.2,29.5,30.4,4.39,80.5,2.63,1.23,46.7,1.4,53.3,42.1,237.4,116.8,2.63,1.93,1.23,2.11,2.11,48.8,9.12,Matches
298,Alexis Mac Allister,ar ARG,MF,Liverpool,26-059,1998,21,66.2,1.81,10.1,35.2,21.4,2.24,66.2,1.67,0.62,37.1,0.86,51.4,33.3,136.3,70,1.24,1.48,0.14,0.95,0.86,44.6,2.81,Matches
299,James Maddison,eng ENG,MF,Tottenham,28-090,1996,15.1,74.7,1.32,10.2,33.8,31.5,4.24,74.7,3.64,1.72,47.3,1.52,41.8,51.7,256.7,118.1,2.38,2.19,0.99,1.26,1.26,57.7,4.7,Matches
300,Noni Madueke,eng ENG,FW,Chelsea,22-348,2002,16.1,43.7,0.81,4.41,11.9,28.1,8.57,43.7,4.29,1.68,39.1,2.24,52.2,29.5,247.1,155.3,6.83,2.42,4.1,2.36,1.43,33.8,11.1,Matches
301,Gabriel Magalhaes,br BRA,DF,Arsenal,27-064,1997,22.1,71.1,7.6,26.3,36.7,8.42,1.63,71.1,0.23,0.18,80,0.05,20,42.6,161.9,95.3,0.23,0.72,0,0.36,0.09,52.1,0.41,Matches
302,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-289,2001,0.9,67.8,1.11,8.89,41.1,18.9,2.22,67.8,3.33,2.22,66.7,1.11,33.3,45.6,266.7,170,3.33,2.22,1.11,2.22,0,51.1,2.22,Matches
303,Harry Maguire,eng ENG,DF,Manchester Utd,31-353,1993,13.1,68.6,8.17,34.4,31.6,3.51,1.83,68.6,0.23,0.15,66.7,0.08,33.3,40.8,251.5,104,0.38,0.38,0.23,0.46,0.15,44.4,0.23,Matches
304,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-308,2005,14.3,59.1,1.19,11.5,33.4,14.7,2.1,59.1,2.87,1.4,48.8,1.33,46.3,36.8,163.8,72.2,1.33,0.84,0.63,1.61,2.03,41.8,2.45,Matches
305,Tyrell Malacia,nl NED,DF,Manchester Utd,25-188,1999,1.1,56.4,1.82,18.2,24.5,13.6,0,56.4,0.91,0.91,100,0,0,33.6,172.7,107.3,2.73,1.82,0,0.91,1.82,39.1,5.45,Matches
306,Donyell Malen,nl NED,FW,Aston Villa,26-043,1999,1.7,38.2,0.59,1.76,10,28.2,6.47,38.2,3.53,1.18,33.3,1.76,50,19.4,151.2,69.4,2.35,1.76,1.18,2.35,2.35,21.2,7.65,Matches
307,Orel Mangala,be BEL,MF,Everton,26-340,1998,14,44.4,1.57,9.5,23.9,11.2,0.93,44.4,1.71,1,58.3,0.64,37.5,21.3,112.4,41.1,0.43,0.43,0.21,0.86,0.86,29,1.36,Matches
308,Ryan Manning,ie IRL,DF,Southampton,28-252,1996,8.5,58.2,4.71,15.8,23.3,19.9,2.12,58.2,2.59,0.94,36.4,1.18,45.5,29.1,130.4,61.2,1.18,0.94,0.35,1.53,0.59,36,6,Matches
309,Solly March,eng ENG,"MF,DF",Brighton,30-216,1994,0.3,73.3,0,13.3,26.7,33.3,3.33,73.3,3.33,3.33,100,0,0,16.7,76.7,10,0,0,0,0,0,26.7,3.33,Matches
310,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-014,1999,2.4,40.8,0.42,2.92,14.2,24.6,3.33,40.8,2.08,0,0,2.08,100,26.3,172.5,87.5,2.5,2.08,0.83,3.75,1.67,29.6,5.83,Matches
311,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-248,2001,16.2,39.4,0.68,4.14,11,24.8,7.04,39.4,5.19,1.48,28.6,2.84,54.8,25.3,188,100.4,4.81,1.48,2.1,2.04,1.73,29.1,11.4,Matches
312,Emiliano Martinez,ar ARG,GK,Aston Villa,32-172,1992,25.5,39.6,29.8,39.1,0.47,0,0,39.6,0.04,0.04,100,0,0,23.7,118.8,74.9,0,0,0,0.04,0,21.9,0,Matches
313,Lisandro Martinez,ar ARG,DF,Manchester Utd,27-034,1998,19.5,78.2,8,36.6,35.7,6.41,0.92,78.2,0.36,0.31,85.7,0.05,14.3,52.2,263.6,160.5,1.18,1.18,0.1,0.05,0.15,54.8,0.36,Matches
314,Pape Matar Sarr,sn SEN,MF,Tottenham,22-160,2002,14.2,65.3,2.04,14.4,36.4,15.6,1.06,65.3,1.48,0.7,47.6,0.63,42.9,41.3,242.7,103.5,1.62,1.76,0.28,1.55,1.13,46.4,2.68,Matches
315,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-238,1997,21.7,24.6,0.97,1.98,11.5,11.6,3.23,24.5,1.57,0.55,35.3,0.83,52.9,12.8,67.7,31.8,1.29,0.78,0.32,1.98,1.57,18,4.38,Matches
316,Stephy Mavididi,eng ENG,FW,Leicester City,26-266,1998,14.5,47.9,1.31,7.03,18.6,23.3,3.45,47.9,5.52,2.07,37.5,2.97,53.8,32.3,239.4,130.6,4.9,2.28,1.45,2.34,2.07,34.3,7.31,Matches
317,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-072,1997,16.6,66.4,10,34.2,29.4,3.25,1.2,66.4,0.9,0.54,60,0.24,26.7,36.6,184.7,102.7,0.72,0.54,0.06,0.6,0,42.6,0.12,Matches
318,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-099,1997,21.4,69.2,4.58,25.6,33.4,11.1,1.03,69.2,1.64,0.98,60,0.51,31.4,38.2,177.8,89.4,1.21,0.93,0.14,0.75,0.65,42.1,1.92,Matches
319,Bryan Mbeumo,cm CMR,FW,Brentford,25-198,1999,24.9,47.3,1.65,6.95,14.9,26.3,4.02,47.2,2.77,1.29,46.4,1.16,42,28,179.5,93.9,3.41,2.01,2.05,2.77,1.2,31.6,9.84,Matches
320,James Mcatee,eng ENG,"MF,FW",Manchester City,22-126,2002,1.2,59.2,0,8.33,25,25.8,5.83,59.2,3.33,0.83,25,2.5,75,33.3,193.3,86.7,2.5,0.83,0,0,0.83,45,7.5,Matches
321,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-091,2001,4.3,44,3.49,10.5,17.2,17.7,3.49,44,2.09,0.23,11.1,1.16,55.6,25.8,174.2,84.7,3.02,1.63,1.4,1.16,0.93,28.6,8.37,Matches
322,Alex McCarthy,eng ENG,GK,Southampton,35-080,1989,5,34.6,28.2,34.6,0,0,0,34.6,0,0,,0,,20,90.4,55.2,0,0,0,0,0,17.6,0,Matches
323,John McGinn,sct SCO,"MF,FW",Aston Villa,30-126,1994,17.1,42,0.88,5.61,22.6,14.2,2.34,42,1.87,0.7,37.5,0.64,34.4,23.5,116.6,52.9,1.46,0.88,0.23,1.52,1.05,30.2,3.74,Matches
