Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,0.17,1.03,0.52,50,1.03,0.51,0.17,0.33,26.4,0,0,0,0.14,0.14,0.13,0.03,0.03,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,0.05,1.23,0.34,28,1.23,0.34,0.04,0.14,20.3,0,0,0,0.08,0.08,0.06,-0.03,-0.03,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,0,0.42,0.25,60,0.42,0.25,0,0,11.7,0,0,0,0.03,0.03,0.07,-0.03,-0.03,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,0.65,1.94,0.97,50,1.94,0.97,0.33,0.67,8.4,0,0,0,0.39,0.39,0.2,0.26,0.26,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,0,0.33,0.09,28.6,0.33,0.09,0,0,15.4,0,0,0,0.03,0.03,0.09,-0.03,-0.03,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,0,0.6,0.08,13.3,0.6,0.08,0,0,21.7,0,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,0,0.71,0.09,12.5,0.71,0.09,0,0,27.8,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,0,0.41,0.16,40,0.41,0.16,0,0,20.8,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,0.26,1.86,0.56,30.2,1.86,0.56,0.14,0.46,16.3,0,0,0,0.2,0.2,0.11,0.06,0.06,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,0.09,1.02,0.37,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,0.1,0.1,0.1,-0.01,-0.01,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,0.27,2.89,0.6,20.9,2.89,0.6,0.09,0.44,15.5,0,0,0,0.24,0.24,0.08,0.03,0.03,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,0.35,3.19,1.21,37.8,3.19,1.21,0.09,0.24,15.9,0,0.07,0.07,0.3,0.24,0.08,0.06,0.04,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,0.94,3.49,1.61,46.1,3.48,1.61,0.19,0.41,14.8,0.04,0.27,0.27,0.77,0.56,0.16,0.17,0.11,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,0.09,0.13,0.09,66.7,0.13,0.09,0.67,1,2.5,0,0,0,0.09,0.09,0.63,0,0,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,0.15,1.3,0.31,23.5,1.29,0.3,0.12,0.5,14.5,0,0,0,0.11,0.11,0.09,0.04,0.04,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,0,0.36,0.36,100,0.36,0.36,0,0,32,0,0,0,0,0,0.02,0,0,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,0.19,1.92,1.15,60,1.91,1.14,0.1,0.17,17.6,0,0,0,0.46,0.46,0.24,-0.27,-0.27,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,0.21,1.93,1.07,55.6,1.93,1.07,0.11,0.2,15.1,0,0,0,0.25,0.25,0.13,-0.03,-0.03,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,0.07,2.93,1.21,41.5,2.93,1.21,0.02,0.06,18.2,0.07,0,0,0.25,0.25,0.09,-0.18,-0.18,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,0,1.11,0,0,1.12,0,0,,18.7,0,0,0,0.06,0.06,0.04,-0.06,-0.06,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,0.51,2.46,1.09,44.1,2.47,1.09,0.21,0.47,11.8,0,0,0,0.38,0.38,0.15,0.13,0.13,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,0.1,1.01,0.3,30,1.01,0.3,0.1,0.33,18.8,0.15,0,0,0.08,0.08,0.08,0.03,0.03,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,0,3.64,1.82,50,3.5,1.75,0,0,17.7,0,0,0,0.18,0.18,0.04,-0.18,-0.18,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,0,1.29,0.32,25,1.3,0.32,0,0,21.9,0,0,0,0.06,0.06,0.05,-0.06,-0.06,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,0,0.5,0.25,50,0.5,0.25,0,0,25.6,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,0.3,3.93,1.24,31.5,3.93,1.24,0.08,0.24,16.5,0,0,0,0.33,0.33,0.08,-0.03,-0.03,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,0,0.2,0,0,0.2,0,0,,6,0,0,0,0.08,0.08,0.4,-0.08,-0.08,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,0.09,1.17,0.42,36,1.17,0.42,0.08,0.22,12.5,0,0,0,0.14,0.14,0.11,-0.04,-0.04,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,0.13,1.9,0.38,20,1.89,0.38,0.07,0.33,14.2,0,0,0,0.13,0.13,0.07,0,0,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,0.43,5.22,2.61,50,5.12,2.56,0.08,0.17,15.7,0,0,0,0.48,0.48,0.09,-0.04,-0.04,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,0,0.35,0.12,33.3,0.35,0.12,0,0,20.2,0,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,0,0.95,0,0,0.96,0,0,,19.3,0.24,0,0,0.07,0.07,0.08,-0.07,-0.07,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,0,0.09,0,0,0.09,0,0,,10.2,0,0,0,0.05,0.05,0.6,-0.05,-0.05,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,0.3,1.73,0.48,27.6,1.72,0.48,0.17,0.63,15.1,0,0,0,0.24,0.24,0.14,0.06,0.06,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,0.39,2.58,1.07,41.3,2.59,1.07,0.15,0.37,12.3,0,0,0,0.48,0.48,0.19,-0.08,-0.08,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,0.09,1.65,0.43,26.3,1.65,0.43,0.05,0.2,19.7,0.09,0,0,0.1,0.1,0.06,-0.02,-0.02,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,0.37,3.7,1.85,50,3.73,1.87,0.1,0.2,18.9,0,0,0,0.33,0.33,0.09,0.04,0.04,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,0.26,1.96,0.46,23.7,1.95,0.46,0.13,0.56,11.6,0,0,0,0.19,0.19,0.1,0.07,0.07,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,0,0.35,0,0,0.35,0,0,,23.6,0,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,0,0.58,0.12,20,0.58,0.12,0,0,27.3,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,8.9,0,0.22,0,0,0.22,0,0,,7.9,0,0,0,0.03,0.03,0.14,-0.03,-0.03,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,3.2,0,2.5,0,0,2.52,0,0,,14.3,0.31,0,0,0.28,0.28,0.11,-0.28,-0.28,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,1.5,0,1.33,0,0,1.36,0,0,,12.5,0,0,0,0.07,0.07,0.06,-0.07,-0.07,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,6.1,0.33,0.33,0.33,100,0.33,0.33,1,1,5.1,0,0,0,0.07,0.07,0.22,0.26,0.26,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,20.4,0.34,1.72,1.13,65.7,1.72,1.13,0.2,0.3,11.8,0,0,0,0.31,0.31,0.18,0.03,0.03,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,13.5,0.07,0.74,0.22,30,0.74,0.22,0.1,0.33,20.2,0.07,0,0,0.03,0.03,0.04,0.04,0.04,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,4.3,0.23,2.79,0.93,33.3,2.77,0.92,0.08,0.25,18.1,0,0,0,0.19,0.19,0.07,0.05,0.05,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,8.7,0.11,1.61,0.46,28.6,1.6,0.46,0.07,0.25,13.4,0,0,0,0.18,0.18,0.12,-0.07,-0.07,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,10.9,0.37,1.93,1.1,57.1,1.93,1.1,0.19,0.33,14,0,0,0,0.31,0.31,0.16,0.06,0.06,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,19.2,0.16,2.5,0.78,31.3,2.5,0.78,0.06,0.2,17.8,0.05,0,0,0.31,0.31,0.12,-0.15,-0.15,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,24.9,0.04,0.48,0.16,33.3,0.48,0.16,0.08,0.25,8.7,0,0,0,0.04,0.04,0.09,0,0,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,13.3,0.15,2.78,0.83,29.7,2.77,0.82,0.05,0.18,20.6,0.23,0,0,0.34,0.34,0.12,-0.19,-0.19,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,4.7,0.21,2.55,0.85,33.3,2.58,0.86,0.08,0.25,23.9,0,0,0,0.11,0.11,0.04,0.11,0.11,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,0,7,3,42.9,7,3,0,0,15.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,14,0,1.29,0.14,11.1,1.28,0.14,0,0,16.4,0,0,0,0.07,0.07,0.06,-0.07,-0.07,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,1.5,0,0.67,0,0,0.68,0,0,,14.7,0,0,0,0.07,0.07,0.1,-0.07,-0.07,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,0,0.5,0,0,0.5,0,0,,21.5,0,0,0,0,0,0.02,0,0,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,24.7,0.08,1.01,0.24,24,1.01,0.24,0.08,0.33,22.1,0,0,0.04,0.1,0.06,0.06,-0.02,0.02,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,20.5,0.05,0.59,0.15,25,0.59,0.15,0.08,0.33,15.3,0,0,0,0.03,0.03,0.06,0.01,0.01,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,9.6,0,0.21,0,0,0.21,0,0,,12.6,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,0.5,0,2,0,0,1.91,0,0,,28.5,0,0,0,0,0,0.02,0,0,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,0.1,0,10,0,0,12.86,0,0,,1.2,0,0,0,2,2,0.18,-2,-2,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,17.2,0.06,1.28,0.41,31.8,1.28,0.41,0.05,0.14,17.9,0.12,0,0,0.18,0.18,0.14,-0.12,-0.12,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,17.2,0,0.47,0.12,25,0.46,0.12,0,0,11.7,0,0,0,0.03,0.03,0.06,-0.03,-0.03,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,13.6,0.15,2.35,0.74,31.3,2.35,0.74,0.06,0.2,14.2,0,0,0,0.27,0.27,0.11,-0.13,-0.13,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,6.5,0,0.15,0,0,0.15,0,0,,17,0,0,0,0,0,0.03,0,0,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,17.1,0.23,2.16,0.7,32.4,2.17,0.7,0.11,0.33,16.4,0,0,0,0.23,0.23,0.11,0.01,0.01,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,4.1,0,0.49,0.24,50,0.49,0.25,0,0,19.9,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,11.3,0,0.27,0,0,0.27,0,0,,11.5,0,0,0,0.02,0.02,0.06,-0.02,-0.02,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,15.9,0,0.31,0.06,20,0.31,0.06,0,0,15.1,0,0,0,0.02,0.02,0.06,-0.02,-0.02,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,12,0,0.5,0.08,16.7,0.5,0.08,0,0,20.9,0,0,0,0.03,0.03,0.06,-0.03,-0.03,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,8.8,0,0.57,0,0,0.57,0,0,,20.9,0,0,0,0.05,0.05,0.07,-0.05,-0.05,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,3.8,0.53,5.26,1.84,35,5.22,1.83,0.1,0.29,14.6,0.79,0,0,0.71,0.71,0.14,-0.18,-0.18,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,0.04,0.73,0.23,31.6,0.73,0.23,0.05,0.17,13.6,0.04,0,0,0.06,0.06,0.08,-0.02,-0.02,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,20.7,0.34,1.88,0.68,35.9,1.88,0.68,0.15,0.43,11.9,0,0.05,0.05,0.41,0.37,0.19,-0.07,-0.08,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,2,0,1.5,0.5,33.3,1.49,0.5,0,0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,18.3,0,0.33,0.05,16.7,0.33,0.05,0,0,19.7,0,0,0,0.03,0.03,0.08,-0.03,-0.03,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,8.8,0,0.57,0.11,20,0.57,0.11,0,0,10.8,0,0,0,0.05,0.05,0.07,-0.05,-0.05,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,14,0,0.14,0.07,50,0.14,0.07,0,0,10.2,0,0,0,0,0,0.02,0,0,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,0,0,1,1,100,22.5,22.5,0,0,17.4,0,0,0,0,0,0.04,0,0,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,10.8,0,0.46,0.19,40,0.46,0.19,0,0,27.7,0,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,22.8,0,0.7,0.22,31.3,0.7,0.22,0,0,19.5,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,23,0.09,0.52,0.13,25,0.52,0.13,0.17,0.67,15.4,0,0,0,0.04,0.04,0.08,0.04,0.04,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,0.7,0,1.43,0,0,1.43,0,0,,31.9,1.43,0,0,0,0,0.04,0,0,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,4.4,0,0.45,0.23,50,0.45,0.23,0,0,29,0.23,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,20.2,0.59,3.07,1.29,41.9,3.06,1.29,0.16,0.38,12.1,0,0.1,0.1,0.62,0.54,0.18,-0.02,-0.04,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,2.9,0,0.34,0.34,100,0.35,0.35,0,0,15.3,0,0,0,0,0,0.02,0,0,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,16,0.38,2.5,0.88,35,2.5,0.88,0.15,0.43,15.7,0.44,0,0,0.38,0.38,0.15,-0.01,-0.01,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,5.6,0,1.43,0.54,37.5,1.42,0.53,0,0,18.2,0,0,0,0.18,0.18,0.12,-0.18,-0.18,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,7.4,0,1.22,0.68,55.6,1.21,0.67,0,0,25.6,0,0,0,0.03,0.03,0.03,-0.03,-0.03,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,7.7,0,0.52,0.13,25,0.52,0.13,0,0,23.6,0,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,5.2,0.19,0.96,0.38,40,0.96,0.38,0.2,0.5,11,0,0,0,0.1,0.1,0.09,0.1,0.1,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,15.8,0.06,1.52,0.38,25,1.52,0.38,0.04,0.17,19.9,0.06,0,0,0.1,0.1,0.07,-0.04,-0.04,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,7.4,0,1.62,0.27,16.7,1.61,0.27,0,0,17.5,0,0,0,0.12,0.12,0.07,-0.12,-0.12,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,9.3,0.54,3.01,0.97,32.1,3,0.97,0.18,0.56,17.2,0.11,0,0,0.34,0.34,0.12,0.19,0.19,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,16.2,0,0.56,0.19,33.3,0.56,0.19,0,0,29.2,0,0,0,0.01,0.01,0.02,-0.01,-0.01,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,19.4,0.57,2.73,1.24,45.3,2.73,1.23,0.21,0.46,14.7,0,0,0,0.59,0.59,0.22,-0.03,-0.03,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,22.3,0.81,1.93,1.12,58.1,1.93,1.12,0.35,0.6,14.4,0,0.13,0.13,0.47,0.36,0.19,0.34,0.31,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,6.9,0,0.29,0,0,0.29,0,0,,5.9,0,0,0,0.03,0.03,0.12,-0.03,-0.03,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,8.7,0,0.11,0,0,0.12,0,0,,12.9,0,0,0,0,0,0.03,0,0,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,7.1,0,1.13,0.14,12.5,1.12,0.14,0,0,17.2,0,0,0,0.07,0.07,0.07,-0.07,-0.07,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,16.2,0.06,1.48,0.43,29.2,1.48,0.43,0.04,0.14,18.4,0,0,0,0.1,0.1,0.07,-0.04,-0.04,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,6.1,0,0.82,0.16,20,0.83,0.17,0,0,8.6,0,0,0,0.11,0.11,0.15,-0.11,-0.11,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,16.7,0.06,0.36,0.18,50,0.36,0.18,0.17,0.33,24.5,0.18,0,0,0.02,0.02,0.04,0.04,0.04,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,0,0.28,0,0,0.28,0,0,,9.2,0,0,0,0.03,0.03,0.12,-0.03,-0.03,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-068,1996,2.7,0,0.37,0,0,0.37,0,0,,11.1,0,0,0,0.04,0.04,0.06,-0.04,-0.04,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-275,2001,10.8,0.28,1.94,0.74,38.1,1.94,0.74,0.14,0.38,13.7,0,0,0,0.33,0.33,0.17,-0.06,-0.06,Matches
545,Martin Odegaard,no NOR,MF,Arsenal,26-066,1998,15.3,0.13,1.57,0.46,29.2,1.57,0.46,0.04,0.14,17.8,0.07,0.07,0.07,0.2,0.15,0.1,-0.07,-0.08,Matches
